x_bng,y_bng,latitude,longitude,dist_from_uni_m,mean_annual_mm_day,mean_winter_mm_day,wet_days_per_year,max_daily_mm
257500.0,662500.0,55.83467987242347,-4.275570996161421,4290.841991963815,2.8455,3.3141,163.7,37.886
257500.0,667500.0,55.879574159628305,-4.278197631229293,4283.844651711825,2.9601,3.4095,166.3,39.458
262500.0,662500.0,55.83613012441601,-4.195793465818992,2929.3898682148815,2.6335,3.04,156.0,37.096
262500.0,667500.0,55.88102684588964,-4.198328199669799,2919.1308638017586,2.9116,3.2935,167.3,38.714
