elevation,dist_to_water,dist_to_clyde,building_count,road_count,mean_annual_mm_day,mean_winter_mm_day,wet_days_per_year,max_daily_mm,flood_risk,easting,northing
31,86.33089505518763,1775.123783116425,156,165,2.9601,3.4095,166.3,39.458,1,257583,666906
24,9.650958503397458,1847.030873368864,151,136,2.9601,3.4095,166.3,39.458,1,257583,667006
23,0.0,1921.453004621744,146,139,2.9601,3.4095,166.3,39.458,1,257583,667106
26,28.90418738092881,1998.109168879946,143,92,2.9601,3.4095,166.3,39.458,1,257583,667206
32,80.73752078661701,2076.7519959191777,150,87,2.9601,3.4095,166.3,39.458,1,257583,667306
45,147.95908854386212,2157.1642158969885,153,85,2.9601,3.4095,166.3,39.458,0,257583,667406
53,227.04137372513193,2239.1552103725744,161,103,2.9601,3.4095,166.3,39.458,0,257583,667506
58,145.0856449298726,2322.5577835504605,154,174,2.9601,3.4095,166.3,39.458,0,257583,667606
50,73.89552692525272,2407.2252199831673,136,184,2.9601,3.4095,166.3,39.458,0,257583,667706
49,10.096987592567883,2493.0286523654695,112,168,2.9601,3.4095,166.3,39.458,0,257583,667806
53,22.36834590768369,2579.854736861626,70,171,2.9601,3.4095,166.3,39.458,0,257583,667906
53,45.04981315897908,2667.6036184372574,55,148,2.9601,3.4095,166.3,39.458,0,257583,668006
48,5.546866462650748,2756.1121895037495,77,116,2.9601,3.4095,166.3,39.458,0,257583,668106
54,31.178840902017797,2844.7790938843696,102,110,2.9601,3.4095,166.3,39.458,0,257583,668206
58,115.25677690782554,2932.8227856624103,123,53,2.9601,3.4095,166.3,39.458,0,257583,668306
56,208.71757812550047,3020.8664774404515,153,43,2.9601,3.4095,166.3,39.458,0,257583,668406
61,296.0140661066965,3108.910169218492,171,34,2.9601,3.4095,166.3,39.458,0,257583,668506
72,331.29099288572957,3196.953860996533,145,24,2.9601,3.4095,166.3,39.458,0,257583,668606
31,46.985986011107315,2959.841268502202,118,29,2.8455,3.3141,163.7,37.886,1,257683,661306
36,138.18947656600128,2891.485540917953,141,38,2.8455,3.3141,163.7,37.886,0,257683,661406
47,236.3384896244576,2824.672847678537,146,37,2.8455,3.3141,163.7,37.886,0,257683,661506
47,284.87310500675136,2759.8667860214327,145,58,2.8455,3.3141,163.7,37.886,0,257683,661606
36,217.55057992849547,2697.2120155368157,116,62,2.8455,3.3141,163.7,37.886,0,257683,661706
31,182.9855480841201,2636.8618918949983,107,74,2.8455,3.3141,163.7,37.886,1,257683,661806
36,197.1185745412364,2578.9782118311837,109,57,2.8455,3.3141,163.7,37.886,0,257683,661906
40,252.86542575272537,2523.730690321744,75,64,2.8455,3.3141,163.7,37.886,0,257683,662006
47,189.18852966143095,2471.296133093678,43,77,2.8455,3.3141,163.7,37.886,0,257683,662106
45,89.21537049538941,2421.857253765313,28,108,2.8455,3.3141,163.7,37.886,0,257683,662206
31,0.0,2375.5171711332378,45,108,2.8455,3.3141,163.7,37.886,1,257683,662306
28,0.0,2331.7861123418575,105,107,2.8455,3.3141,163.7,37.886,1,257683,662406
24,56.36232363516297,2291.587030219853,178,109,2.8455,3.3141,163.7,37.886,1,257683,662506
23,147.93076021806948,2198.331448294813,211,93,2.8455,3.3141,163.7,37.886,1,257683,662606
23,245.6643557419204,2098.6590521003013,206,87,2.8455,3.3141,163.7,37.886,1,257683,662706
25,344.5497361360864,1999.0193789363575,171,67,2.8455,3.3141,163.7,37.886,1,257683,662806
26,443.88470860307064,1899.4175785655104,139,65,2.8455,3.3141,163.7,37.886,1,257683,662906
27,543.4636587590923,1799.859938485279,115,84,2.8455,3.3141,163.7,37.886,1,257683,663006
25,643.1732754491633,1700.3542156164983,151,85,2.8455,3.3141,163.7,37.886,1,257683,663106
27,742.9609519430961,1600.910090843756,147,74,2.8455,3.3141,163.7,37.886,1,257683,663206
30,842.7989617769932,1501.5398027910978,135,61,2.8455,3.3141,163.7,37.886,1,257683,663306
29,942.6713127238804,1402.2372894507398,102,40,2.8455,3.3141,163.7,37.886,1,257683,663406
28,1042.5681357555245,1302.9401676593377,82,25,2.8455,3.3141,163.7,37.886,1,257683,663506
26,1142.483011494235,1203.6430458679358,62,36,2.8455,3.3141,163.7,37.886,1,257683,663606
20,1104.345924076534,1104.345924076534,45,48,2.8455,3.3141,163.7,37.886,1,257683,663706
17,1005.048802285132,1005.048802285132,30,56,2.8455,3.3141,163.7,37.886,1,257683,663806
15,905.75168049373,905.75168049373,23,72,2.8455,3.3141,163.7,37.886,2,257683,663906
14,806.4545587023279,806.4545587023279,26,88,2.8455,3.3141,163.7,37.886,2,257683,664006
13,707.157436910926,707.157436910926,26,111,2.8455,3.3141,163.7,37.886,2,257683,664106
12,607.860315119524,607.860315119524,25,117,2.8455,3.3141,163.7,37.886,2,257683,664206
15,508.5631933281221,508.5631933281221,26,124,2.8455,3.3141,163.7,37.886,2,257683,664306
8,409.2660715367202,409.2660715367202,34,124,2.8455,3.3141,163.7,37.886,2,257683,664406
10,310.0044957646232,310.0044957646232,49,190,2.8455,3.3141,163.7,37.886,2,257683,664506
9,211.29727559636024,211.29727559636024,74,259,2.8455,3.3141,163.7,37.886,2,257683,664606
10,112.95775652234884,112.95775652234884,69,264,2.8455,3.3141,163.7,37.886,2,257683,664706
5,14.61823744833749,14.61823744833749,55,238,2.8455,3.3141,163.7,37.886,2,257683,664806
8,0.0,0.0,27,178,2.8455,3.3141,163.7,37.886,0,257683,664906
6,55.976381624042226,55.976381624042226,22,81,2.9601,3.4095,166.3,39.458,2,257683,665006
6,153.32370208473722,153.32370208473722,32,58,2.9601,3.4095,166.3,39.458,2,257683,665106
8,250.5457840022868,250.5457840022868,32,66,2.9601,3.4095,166.3,39.458,2,257683,665206
13,347.76333646241216,347.76333646241216,36,64,2.9601,3.4095,166.3,39.458,2,257683,665306
17,444.79727126544685,444.79727126544685,50,78,2.9601,3.4095,166.3,39.458,1,257683,665406
25,541.5713082047874,541.5713082047874,76,109,2.9601,3.4095,166.3,39.458,1,257683,665506
21,635.7546992950604,635.7546992950604,90,111,2.9601,3.4095,166.3,39.458,1,257683,665606
22,716.2807448743768,729.7525665628973,140,113,2.9601,3.4095,166.3,39.458,1,257683,665706
23,646.910439062372,824.771014915254,181,96,2.9601,3.4095,166.3,39.458,1,257683,665806
28,586.3264725845435,920.7515130939778,217,74,2.9601,3.4095,166.3,39.458,1,257683,665906
27,537.4731702177023,1017.4597232215832,236,78,2.9601,3.4095,166.3,39.458,1,257683,666006
28,503.6819845289054,1114.748952855051,292,75,2.9601,3.4095,166.3,39.458,1,257683,666106
47,488.0339433578437,1212.1920000471664,263,68,2.9601,3.4095,166.3,39.458,0,257683,666206
44,492.2373176129672,1306.3785938994442,209,67,2.9601,3.4095,166.3,39.458,0,257683,666306
40,424.3774288678429,1397.9591130201163,159,69,2.9601,3.4095,166.3,39.458,0,257683,666406
30,368.3173936589286,1487.8986042918928,140,86,2.9601,3.4095,166.3,39.458,1,257683,666506
30,327.87414593876963,1577.9395259579242,116,116,2.9601,3.4095,166.3,39.458,1,257683,666606
24,308.2643782511634,1668.8307775660646,140,142,2.9601,3.4095,166.3,39.458,1,257683,666706
25,224.9133257719899,1759.9124886710863,172,162,2.9601,3.4095,166.3,39.458,1,257683,666806
28,149.09083865228632,1847.3454804387377,156,139,2.9601,3.4095,166.3,39.458,1,257683,666906
28,101.27286556998544,1916.544788386019,123,121,2.9601,3.4095,166.3,39.458,1,257683,667006
23,88.11898650517402,1988.3667990795336,116,98,2.9601,3.4095,166.3,39.458,1,257683,667106
30,120.08814582657378,2062.5375461973945,115,91,2.9601,3.4095,166.3,39.458,1,257683,667206
35,165.687809056499,2138.8126919546157,123,79,2.9601,3.4095,166.3,39.458,1,257683,667306
44,221.4358022123316,2216.9750411446516,143,70,2.9601,3.4095,166.3,39.458,0,257683,667406
51,181.3484708535306,2296.8319343936573,137,80,2.9601,3.4095,166.3,39.458,0,257683,667506
56,90.4559557744661,2378.2126769157317,138,128,2.9601,3.4095,166.3,39.458,0,257683,667606
51,5.221566444167106,2460.966098595198,125,119,2.9601,3.4095,166.3,39.458,0,257683,667706
57,54.132966484438114,2544.958298327705,98,117,2.9601,3.4095,166.3,39.458,0,257683,667806
64,114.65628654045877,2630.070596394559,69,90,2.9601,3.4095,166.3,39.458,0,257683,667906
65,143.21816596840273,2716.19769969187,55,97,2.9601,3.4095,166.3,39.458,0,257683,668006
56,101.34003858213096,2803.246072966765,55,56,2.9601,3.4095,166.3,39.458,0,257683,668106
55,114.4704536952691,2891.132502566385,76,36,2.9601,3.4095,166.3,39.458,0,257683,668206
55,172.53595311892497,2979.702719003267,103,36,2.9601,3.4095,166.3,39.458,0,257683,668306
58,251.38290794652733,3068.2828073078435,142,40,2.9601,3.4095,166.3,39.458,0,257683,668406
65,338.8617640969518,3156.3264990858843,159,31,2.9601,3.4095,166.3,39.458,0,257683,668506
74,344.52338515951254,3244.370190863926,123,20,2.9601,3.4095,166.3,39.458,0,257683,668606
70,244.66756004709555,3332.413882641966,85,11,2.9601,3.4095,166.3,39.458,0,257683,668706
27,27.649760770929237,2959.6740638401097,193,20,2.8455,3.3141,163.7,37.886,1,257783,661206
25,52.379723508835866,2888.2561414352504,180,24,2.8455,3.3141,163.7,37.886,1,257783,661306
30,145.8169898809032,2818.452189393976,224,33,2.8455,3.3141,163.7,37.886,1,257783,661406
39,242.52360386361104,2750.1877442128603,227,55,2.8455,3.3141,163.7,37.886,0,257783,661506
43,233.777170877434,2683.583538589868,202,58,2.8455,3.3141,163.7,37.886,0,257783,661606
40,144.63910836754116,2619.104539487192,167,61,2.8455,3.3141,163.7,37.886,0,257783,661706
45,84.2379993850425,2556.911529352222,117,68,2.8455,3.3141,163.7,37.886,0,257783,661806
52,111.51387719782248,2497.175314051101,80,81,2.8455,3.3141,163.7,37.886,0,257783,661906
60,193.49968802802005,2440.076336772707,47,66,2.8455,3.3141,163.7,37.886,0,257783,662006
66,209.41273500823957,2385.8039545297956,37,63,2.8455,3.3141,163.7,37.886,0,257783,662106
57,122.68670880179523,2334.5553087519493,30,58,2.8455,3.3141,163.7,37.886,0,257783,662206
37,60.484409420405186,2286.533723738578,28,97,2.8455,3.3141,163.7,37.886,0,257783,662306
27,34.75624857447394,2241.425720606891,91,102,2.8455,3.3141,163.7,37.886,1,257783,662406
29,61.29832214540269,2199.575846466681,179,82,2.8455,3.3141,163.7,37.886,1,257783,662506
22,150.06722022884986,2161.5454072771895,229,93,2.8455,3.3141,163.7,37.886,1,257783,662606
24,246.91909659642687,2091.4143626548653,213,109,2.8455,3.3141,163.7,37.886,1,257783,662706
24,345.52625567846127,1991.666569163424,173,97,2.8455,3.3141,163.7,37.886,1,257783,662806
24,444.6523028640568,1891.918775671983,148,70,2.8455,3.3141,163.7,37.886,1,257783,662906
26,544.0982884750147,1792.1709821805416,121,72,2.8455,3.3141,163.7,37.886,1,257783,663006
22,643.7159502455813,1692.4231886891007,137,79,2.8455,3.3141,163.7,37.886,1,257783,663106
25,743.436279501951,1592.6753951976596,134,71,2.8455,3.3141,163.7,37.886,1,257783,663206
25,843.2228523699026,1492.9276017062184,141,68,2.8455,3.3141,163.7,37.886,1,257783,663306
27,943.0546409609392,1393.1798082147773,106,48,2.8455,3.3141,163.7,37.886,1,257783,663406
27,1042.918660738745,1293.432014723336,64,32,2.8455,3.3141,163.7,37.886,1,257783,663506
20,1142.8064621781891,1193.684221231895,41,33,2.8455,3.3141,163.7,37.886,1,257783,663606
20,1093.9364277404538,1093.9364277404538,34,44,2.8455,3.3141,163.7,37.886,1,257783,663706
17,994.1936669613464,994.1936669613464,21,57,2.8455,3.3141,163.7,37.886,1,257783,663806
14,894.499696940482,894.499696940482,14,58,2.8455,3.3141,163.7,37.886,2,257783,663906
11,794.8826128600247,794.8826128600247,20,63,2.8455,3.3141,163.7,37.886,2,257783,664006
17,695.3754587471042,695.3754587471042,25,103,2.8455,3.3141,163.7,37.886,1,257783,664106
9,596.0247076596811,596.0247076596811,26,111,2.8455,3.3141,163.7,37.886,2,257783,664206
11,496.7275858682791,496.7275858682791,24,109,2.8455,3.3141,163.7,37.886,2,257783,664306
9,397.4304640768772,397.4304640768772,25,134,2.8455,3.3141,163.7,37.886,2,257783,664406
9,298.13334228547524,298.13334228547524,38,175,2.8455,3.3141,163.7,37.886,2,257783,664506
10,198.8362204940733,198.8362204940733,46,283,2.8455,3.3141,163.7,37.886,2,257783,664606
8,99.53909870267132,99.53909870267132,42,272,2.8455,3.3141,163.7,37.886,2,257783,664706
7,0.241976911269391,0.241976911269391,33,251,2.8455,3.3141,163.7,37.886,0,257783,664806
8,0.0,0.0,24,198,2.8455,3.3141,163.7,37.886,0,257783,664906
8,78.57285767773084,78.57285767773084,21,99,2.9601,3.4095,166.3,39.458,2,257783,665006
6,174.14085144178154,174.14085144178154,25,82,2.9601,3.4095,166.3,39.458,2,257783,665106
13,272.3445500995952,272.3445500995952,32,105,2.9601,3.4095,166.3,39.458,2,257783,665206
13,370.5720883368582,370.5720883368582,35,105,2.9601,3.4095,166.3,39.458,2,257783,665306
17,468.22762773230943,468.22762773230943,39,101,2.9601,3.4095,166.3,39.458,1,257783,665406
21,565.6185841279586,565.6185841279586,55,131,2.9601,3.4095,166.3,39.458,1,257783,665506
22,662.8406660455081,662.8406660455081,89,141,2.9601,3.4095,166.3,39.458,1,257783,665606
22,760.0627479630576,760.0627479630576,132,132,2.9601,3.4095,166.3,39.458,1,257783,665706
23,725.4852547026358,857.1076975829117,157,136,2.9601,3.4095,166.3,39.458,1,257783,665806
26,671.9253057737695,951.880809081797,197,156,2.9601,3.4095,166.3,39.458,1,257783,665906
27,629.6231530786421,1045.952416211822,246,172,2.9601,3.4095,166.3,39.458,1,257783,666006
31,600.9582360175377,1140.93188375595,273,168,2.9601,3.4095,166.3,39.458,1,257783,666106
40,587.8845091945464,1236.662886250344,244,111,2.9601,3.4095,166.3,39.458,0,257783,666206
38,565.3745552037268,1332.9673757587952,204,77,2.9601,3.4095,166.3,39.458,0,257783,666306
32,505.20641707226514,1429.7702487989393,164,58,2.9601,3.4095,166.3,39.458,1,257783,666406
30,456.8562621122405,1526.9852336757783,137,83,2.9601,3.4095,166.3,39.458,1,257783,666506
30,424.8444921135225,1621.5517994764475,119,111,2.9601,3.4095,166.3,39.458,1,257783,666606
27,365.325851355672,1711.4912907482235,124,115,2.9601,3.4095,166.3,39.458,1,257783,666706
28,290.3728869548265,1801.496427091952,147,114,2.9601,3.4095,166.3,39.458,1,257783,666806
27,233.0680904560759,1892.2752111757984,133,124,2.9601,3.4095,166.3,39.458,1,257783,666906
24,196.4957395588584,1983.3569222808203,99,140,2.9601,3.4095,166.3,39.458,1,257783,667006
24,187.4159035208101,2057.965841891855,105,108,2.9601,3.4095,166.3,39.458,1,257783,667106
34,211.9696339127832,2129.714067236687,94,95,2.9601,3.4095,166.3,39.458,1,257783,667206
38,252.4934432823605,2203.6652672259484,96,90,2.9601,3.4095,166.3,39.458,0,257783,667306
43,261.08183209829326,2279.605056094189,116,94,2.9601,3.4095,166.3,39.458,0,257783,667406
46,161.22755766203076,2357.3412594621022,125,80,2.9601,3.4095,166.3,39.458,0,257783,667506
45,61.75697985252871,2436.701954559595,135,85,2.9601,3.4095,166.3,39.458,0,257783,667606
55,22.384285055839435,2517.533518574625,122,92,2.9601,3.4095,166.3,39.458,0,257783,667706
62,120.92197272106829,2599.698755421272,91,87,2.9601,3.4095,166.3,39.458,0,257783,667806
73,194.3893962456517,2683.075142580075,76,67,2.9601,3.4095,166.3,39.458,0,257783,667906
73,204.4768127453507,2767.553219456361,56,40,2.9601,3.4095,166.3,39.458,0,257783,668006
69,200.1938106832937,2853.0351249705027,23,32,2.9601,3.4095,166.3,39.458,0,257783,668106
63,209.02615486029856,2939.433283153001,47,29,2.9601,3.4095,166.3,39.458,0,257783,668206
58,250.578628527824,3026.669230011732,74,32,2.9601,3.4095,166.3,39.458,0,257783,668306
55,313.95093584399206,3114.672263117322,108,41,2.9601,3.4095,166.3,39.458,0,257783,668406
64,357.76327578615053,3203.295519639075,123,38,2.9601,3.4095,166.3,39.458,0,257783,668506
71,346.96288005378494,3291.786520731317,111,26,2.9601,3.4095,166.3,39.458,0,257783,668606
63,247.26038706719856,3379.8302125093583,71,14,2.9601,3.4095,166.3,39.458,0,257783,668706
63,147.5578940806122,3467.8739042873995,39,13,2.9601,3.4095,166.3,39.458,0,257783,668806
28,42.119343464909726,2966.1496983991274,321,26,2.8455,3.3141,163.7,37.886,1,257883,661106
25,20.425695879065373,2891.4351121344303,234,24,2.8455,3.3141,163.7,37.886,1,257883,661206
25,97.79907756976968,2818.2884845335575,238,20,2.8455,3.3141,163.7,37.886,1,257883,661306
25,184.40674037570304,2746.8350799465675,279,33,2.8455,3.3141,163.7,37.886,1,257883,661406
31,274.99620641980124,2677.066520105668,252,61,2.8455,3.3141,163.7,37.886,1,257883,661506
40,219.0582310910073,2608.9033214354195,211,64,2.8455,3.3141,163.7,37.886,0,257883,661606
40,119.5908001003942,2542.53112483774,173,65,2.8455,3.3141,163.7,37.886,0,257883,661706
48,24.847742927351355,2478.4173379276867,115,63,2.8455,3.3141,163.7,37.886,0,257883,661806
56,77.04901383875746,2416.741707570848,53,64,2.8455,3.3141,163.7,37.886,0,257883,661906
61,175.90717720654575,2357.6955828275113,44,45,2.8455,3.3141,163.7,37.886,0,257883,662006
66,263.56071870909926,2301.481358050996,36,40,2.8455,3.3141,163.7,37.886,0,257883,662106
52,196.76240035914012,2248.311460102482,36,48,2.8455,3.3141,163.7,37.886,0,257883,662206
37,156.71327915915782,2198.4067871529264,37,66,2.8455,3.3141,163.7,37.886,0,257883,662306
31,132.76768691898877,2151.918225278529,99,72,2.8455,3.3141,163.7,37.886,1,257883,662406
26,144.51315426941284,2108.292363892491,177,75,2.8455,3.3141,163.7,37.886,1,257883,662506
24,202.5570516083572,2068.58437947522,213,89,2.8455,3.3141,163.7,37.886,1,257883,662606
26,282.96540780102174,2032.5044487390812,215,107,2.8455,3.3141,163.7,37.886,1,257883,662706
24,372.5011271630066,1985.959886173796,175,111,2.8455,3.3141,163.7,37.886,1,257883,662806
22,466.2843409478378,1886.0193437592543,136,100,2.8455,3.3141,163.7,37.886,1,257883,662906
21,562.0372164873557,1786.0854572435055,114,89,2.8455,3.3141,163.7,37.886,1,257883,663006
20,659.0384404816323,1686.159410055703,110,83,2.8455,3.3141,163.7,37.886,1,257883,663106
20,756.820652035916,1586.2426837221496,102,77,2.8455,3.3141,163.7,37.886,1,257883,663206
23,855.1159761480757,1486.337157984251,107,76,2.8455,3.3141,163.7,37.886,1,257883,663306
22,953.7657815099489,1386.4452541472212,92,62,2.8455,3.3141,163.7,37.886,1,257883,663406
21,1052.6250493390523,1286.570145110637,54,44,2.8455,3.3141,163.7,37.886,1,257883,663506
20,1151.6712949340945,1186.7160712793343,33,29,2.8455,3.3141,163.7,37.886,1,257883,663606
20,1086.8888302744265,1086.8888302744265,24,41,2.8455,3.3141,163.7,37.886,1,257883,663706
15,987.0965631172888,987.0965631172888,17,54,2.8455,3.3141,163.7,37.886,2,257883,663806
18,887.3431162215802,887.3431162215802,16,38,2.8455,3.3141,163.7,37.886,1,257883,663906
12,787.5953227301392,787.5953227301392,21,53,2.8455,3.3141,163.7,37.886,2,257883,664006
16,687.8475292386979,687.8475292386979,24,78,2.8455,3.3141,163.7,37.886,1,257883,664106
11,588.0997357472569,588.0997357472569,25,80,2.8455,3.3141,163.7,37.886,2,257883,664206
11,488.3519422558157,488.3519422558157,22,88,2.8455,3.3141,163.7,37.886,2,257883,664306
9,388.60414876437454,388.60414876437454,22,144,2.8455,3.3141,163.7,37.886,2,257883,664406
9,288.8563552729334,288.8563552729334,32,188,2.8455,3.3141,163.7,37.886,2,257883,664506
9,189.10856178149223,189.10856178149223,38,264,2.8455,3.3141,163.7,37.886,2,257883,664606
8,89.36076829005108,89.36076829005108,39,267,2.8455,3.3141,163.7,37.886,2,257883,664706
5,0.0,0.0,35,282,2.8455,3.3141,163.7,37.886,0,257883,664806
10,0.0,0.0,19,202,2.8455,3.3141,163.7,37.886,2,257883,664906
11,83.27258070556485,83.27258070556485,20,134,2.9601,3.4095,166.3,39.458,2,257883,665006
6,182.8355448693504,182.8355448693504,25,172,2.9601,3.4095,166.3,39.458,2,257883,665106
10,282.398509033136,282.398509033136,28,143,2.9601,3.4095,166.3,39.458,2,257883,665206
11,382.0051099790328,382.0051099790328,25,134,2.9601,3.4095,166.3,39.458,2,257883,665306
14,481.7615385269465,481.7615385269465,31,150,2.9601,3.4095,166.3,39.458,2,257883,665406
19,581.6016299475167,581.6016299475167,32,190,2.9601,3.4095,166.3,39.458,1,257883,665506
23,681.4886146601172,681.4886146601172,57,173,2.9601,3.4095,166.3,39.458,1,257883,665606
22,781.4045097547897,781.4045097547897,84,187,2.9601,3.4095,166.3,39.458,1,257883,665706
29,808.7235243744851,880.454131521763,123,221,2.9601,3.4095,166.3,39.458,1,257883,665806
36,761.0085878551711,977.8905537689586,198,177,2.9601,3.4095,166.3,39.458,0,257883,665906
30,723.8599457640374,1075.1355480887294,246,194,2.9601,3.4095,166.3,39.458,1,257883,666006
34,699.0036204023871,1172.357630006279,237,188,2.9601,3.4095,166.3,39.458,1,257883,666106
36,687.7784980881696,1267.984621027404,216,151,2.9601,3.4095,166.3,39.458,0,257883,666206
29,644.0385930907606,1362.1652269653491,163,100,2.9601,3.4095,166.3,39.458,1,257883,666306
30,591.5520542498848,1457.1215501615209,177,71,2.9601,3.4095,166.3,39.458,1,257883,666406
30,549.2804667337875,1552.690066120683,133,90,2.9601,3.4095,166.3,39.458,1,257883,666506
27,506.00916524107106,1648.750970066868,109,103,2.9601,3.4095,166.3,39.458,1,257883,666606
25,431.7461624460823,1745.2279796088903,117,103,2.9601,3.4095,166.3,39.458,1,257883,666706
26,369.6838830539676,1842.08079093264,112,117,2.9601,3.4095,166.3,39.458,1,257883,666806
24,323.2831324657018,1935.083977204555,89,146,2.9601,3.4095,166.3,39.458,1,257883,666906
25,294.4814948394666,2025.0643461554057,67,146,2.9601,3.4095,166.3,39.458,1,257883,667006
27,287.1626362490366,2115.7196625663105,81,129,2.9601,3.4095,166.3,39.458,1,257883,667106
30,305.5944696808399,2199.386934329131,77,102,2.9601,3.4095,166.3,39.458,1,257883,667206
36,343.48974720042327,2271.0705600420856,90,112,2.9601,3.4095,166.3,39.458,0,257883,667306
38,264.6337309467311,2344.828371220813,112,109,2.9601,3.4095,166.3,39.458,0,257883,667406
37,165.74834918584017,2420.4707584009834,130,94,2.9601,3.4095,166.3,39.458,0,257883,667506
43,67.72377446426863,2497.826514005008,137,84,2.9601,3.4095,166.3,39.458,0,257883,667606
55,9.022344658350429,2576.7413327415293,133,72,2.9601,3.4095,166.3,39.458,0,257883,667706
61,69.45051928103737,2657.0763063282116,109,67,2.9601,3.4095,166.3,39.458,0,257883,667806
66,119.2971352828256,2738.706464636718,70,50,2.9601,3.4095,166.3,39.458,0,257883,667906
74,105.27716558167492,2821.519395863713,44,39,2.9601,3.4095,166.3,39.458,0,257883,668006
78,156.0547983760304,2905.4139641413085,9,39,2.9601,3.4095,166.3,39.458,0,257883,668106
75,236.00743232222823,2990.299132999822,25,39,2.9601,3.4095,166.3,39.458,0,257883,668206
64,276.91580525826714,3076.0928962909543,55,51,2.9601,3.4095,166.3,39.458,0,257883,668306
57,250.23323403784008,3162.721313742937,93,41,2.9601,3.4095,166.3,39.458,0,257883,668406
64,260.75063304457814,3250.117645593161,116,39,2.9601,3.4095,166.3,39.458,0,257883,668506
63,304.4513551088111,3338.214844267134,116,34,2.9601,3.4095,166.3,39.458,0,257883,668606
61,246.483148842486,3426.890146859698,84,27,2.9601,3.4095,166.3,39.458,0,257883,668706
63,148.23535914564337,3515.2902341547915,42,17,2.9601,3.4095,166.3,39.458,0,257883,668806
57,50.40199067378626,3603.333925932832,20,18,2.9601,3.4095,166.3,39.458,0,257883,668906
29,105.29225369120697,2979.322596598153,301,50,2.8455,3.3141,163.7,37.886,1,257983,661006
25,10.164217648143811,2901.5117571413093,296,47,2.8455,3.3141,163.7,37.886,1,257983,661106
24,70.64488092098647,2825.0882200738192,270,33,2.8455,3.3141,163.7,37.886,1,257983,661206
26,161.84547886999871,2750.1775261918037,258,30,2.8455,3.3141,163.7,37.886,1,257983,661306
25,236.50598285338197,2676.90668495207,308,25,2.8455,3.3141,163.7,37.886,1,257983,661406
28,320.6007999663058,2605.4140504556453,275,64,2.8455,3.3141,163.7,37.886,1,257983,661506
32,247.63128153362473,2535.684831015409,245,86,2.8455,3.3141,163.7,37.886,1,257983,661606
40,166.24290196551735,2467.6345865575213,185,82,2.8455,3.3141,163.7,37.886,0,257983,661706
45,117.50655296262389,2401.5221075282248,96,62,2.8455,3.3141,163.7,37.886,0,257983,661806
52,139.00784674525354,2337.81872973905,58,61,2.8455,3.3141,163.7,37.886,0,257983,661906
53,210.8187390119984,2276.726683923787,46,43,2.8455,3.3141,163.7,37.886,0,257983,662006
58,299.0841439760041,2218.461713319052,42,45,2.8455,3.3141,163.7,37.886,0,257983,662106
49,283.86664629046743,2163.252263060044,23,51,2.8455,3.3141,163.7,37.886,0,257983,662206
26,251.96612054685409,2111.3380434706087,59,73,2.8455,3.3141,163.7,37.886,1,257983,662306
29,232.1095602389688,2062.9678412370363,119,91,2.8455,3.3141,163.7,37.886,1,257983,662406
26,239.7113721973743,2017.8353448522892,177,121,2.8455,3.3141,163.7,37.886,1,257983,662506
25,280.0504491617579,1976.3107352581603,213,104,2.8455,3.3141,163.7,37.886,1,257983,662606
25,343.949150809698,1939.0307070353704,215,106,2.8455,3.3141,163.7,37.886,1,257983,662706
23,421.2100970107395,1904.9306037935407,165,104,2.8455,3.3141,163.7,37.886,1,257983,662806
22,506.28725069359905,1875.5482205777485,112,105,2.8455,3.3141,163.7,37.886,1,257983,662906
17,595.8110246465169,1784.3657616288024,88,107,2.8455,3.3141,163.7,37.886,1,257983,663006
16,688.225816114,1684.3682225030077,95,101,2.8455,3.3141,163.7,37.886,1,257983,663106
16,782.5080004966278,1584.3706833772133,90,78,2.8455,3.3141,163.7,37.886,1,257983,663206
21,877.9536577574662,1484.3731442514186,80,73,2.8455,3.3141,163.7,37.886,1,257983,663306
22,974.293825539976,1384.3756051256237,62,60,2.8455,3.3141,163.7,37.886,1,257983,663406
20,1071.304948089445,1284.3780659998292,46,39,2.8455,3.3141,163.7,37.886,1,257983,663506
18,1168.8199712173537,1184.3805268740346,38,28,2.8455,3.3141,163.7,37.886,1,257983,663606
15,1084.38298774824,1084.38298774824,28,36,2.8455,3.3141,163.7,37.886,2,257983,663706
16,984.3854486224454,984.3854486224454,24,42,2.8455,3.3141,163.7,37.886,1,257983,663806
17,884.3879094966506,884.3879094966506,18,33,2.8455,3.3141,163.7,37.886,1,257983,663906
13,784.3903703708561,784.3903703708561,27,54,2.8455,3.3141,163.7,37.886,2,257983,664006
12,684.3928312450615,684.3928312450615,29,103,2.8455,3.3141,163.7,37.886,2,257983,664106
11,584.395292119267,584.395292119267,26,104,2.8455,3.3141,163.7,37.886,2,257983,664206
9,484.3977529934723,484.3977529934723,19,116,2.8455,3.3141,163.7,37.886,2,257983,664306
11,384.4002138676776,384.4002138676776,17,126,2.8455,3.3141,163.7,37.886,2,257983,664406
14,284.40267474188295,284.40267474188295,25,171,2.8455,3.3141,163.7,37.886,2,257983,664506
14,184.40513561608836,184.40513561608836,36,226,2.8455,3.3141,163.7,37.886,2,257983,664606
13,84.40759649029373,84.40759649029373,42,260,2.8455,3.3141,163.7,37.886,2,257983,664706
11,0.0,0.0,33,252,2.8455,3.3141,163.7,37.886,0,257983,664806
10,0.0,0.0,23,159,2.8455,3.3141,163.7,37.886,2,257983,664906
