elevation,dist_to_water,dist_to_clyde,building_count,road_count,mean_annual_mm_day,mean_winter_mm_day,wet_days_per_year,max_daily_mm,flood_risk,easting,northing
7,78.17083431228862,78.17083431228862,32,79,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256383.0,665706.0
10,162.37433060088057,162.37433060088057,49,98,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256383.0,665806.0
20,250.7782245807248,250.7782245807248,83,95,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,665906.0
30,300.91969714967684,338.8219163587656,105,88,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666006.0
34,206.4488185504873,426.86560813680643,102,69,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666106.0
30,113.88739243652309,514.9092999148472,97,47,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666206.0
10,33.962782008298916,602.9529916928881,85,84,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256383.0,666306.0
12,24.589832192047172,690.9966834709289,57,142,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256383.0,666406.0
23,117.29833424356725,779.0405300552419,98,166,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666506.0
24,207.68088350984218,866.9038791535886,146,165,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666606.0
27,297.98972607980653,953.5469740520855,182,145,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666706.0
23,385.94177338052026,1042.3877618380548,190,140,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666806.0
27,367.2230658999362,1132.8424761901747,238,197,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256383.0,666906.0
24,76.9964740728489,2177.118012853384,89,14,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,662906.0
26,68.65081360295288,2083.5374354529617,82,11,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663006.0
24,138.50343807151154,1990.2483205439767,81,7,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663106.0
26,221.55477655048483,1897.2300999803547,87,7,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663206.0
29,313.5221987372612,1804.6744714440717,93,5,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663306.0
39,409.1857787252748,1712.5806305618928,93,5,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,0,256483.0,663406.0
38,506.45629195677674,1620.9175535439524,94,6,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,0,256483.0,663506.0
40,604.6180197564461,1529.4397997557705,110,9,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,0,256483.0,663606.0
24,703.2978913417872,1437.9601011288205,126,20,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663706.0
21,802.3047414277213,1346.4802787278675,119,29,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663806.0
20,835.955498215931,1255.000456326915,98,33,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256483.0,663906.0
11,741.982994041178,1163.5244136762694,74,53,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664006.0
10,649.8122281822466,1072.3051442838864,36,59,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664106.0
9,560.3330262835144,981.0956219887655,17,59,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664206.0
13,467.62698230739767,889.8860996936444,17,48,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664306.0
13,371.6585717045287,798.6765773985232,34,49,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664406.0
10,278.5411877280941,707.7706902648509,44,41,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664506.0
10,191.3323320620059,616.2977556077095,41,45,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664606.0
10,96.53315626755345,524.5629364209643,43,62,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664706.0
11,8.52413350509574,432.0880064944993,35,88,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664806.0
8,94.72602474314657,337.95433435949116,27,104,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,2,256483.0,664906.0
4,194.1357727900307,244.6178317495784,22,116,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256483.0,665006.0
7,151.455096955839,151.455096955839,18,101,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256483.0,665106.0
12,58.29482428971365,58.29482428971365,7,63,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256483.0,665206.0
2,0.0,0.0,5,58,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256483.0,665306.0
3,0.0,0.0,7,68,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256483.0,665406.0
3,79.72189340265989,79.72189340265989,9,85,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256483.0,665506.0
6,131.9799077629061,131.9799077629061,16,90,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,0,256483.0,665606.0
10,166.52794975300733,166.52794975300733,40,107,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256483.0,665706.0
13,219.52257250934383,219.52257250934383,58,126,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256483.0,665806.0
23,297.73941901149084,297.73941901149084,106,105,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,665906.0
31,337.4720127320921,385.7969877311028,133,98,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666006.0
32,249.95659166513335,474.2819380041986,153,85,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666106.0
26,175.29793097405457,562.3256297822394,136,79,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666206.0
23,82.22410728072984,650.3693215602802,116,107,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666306.0
9,0.0,738.4130133383211,53,128,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,2,256483.0,666406.0
21,75.12601594275802,826.456705116362,39,137,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666506.0
26,167.3523616528314,914.5003968944028,70,152,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666606.0
25,261.92828596422805,1002.5443098504842,121,171,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666706.0
26,292.6104440380655,1089.8342251779195,164,173,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666806.0
27,267.437094751274,1177.0591040391748,214,235,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,666906.0
27,277.97466665391954,1265.993651931976,272,318,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,667006.0
27,320.65739246692834,1356.2815919133454,321,387,3.02210749954969,3.7230170070446857,172.71794871794873,32.27312659267654,1,256483.0,667106.0
22,185.3233612266377,2330.8161706824612,183,25,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,662706.0
24,90.19660629772874,2236.810682812441,132,24,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,662806.0
24,12.951977892087855,2142.755816159857,83,31,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,662906.0
25,0.0,2048.689110322906,62,27,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663006.0
25,95.48918812972947,1954.7635443317915,65,16,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663106.0
27,195.40511559647857,1861.1067003550265,77,13,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663206.0
31,295.3779500112888,1767.633906132746,85,17,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663306.0
35,395.3645248431753,1674.4039473374219,81,17,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663406.0
35,495.35651974721,1581.6941209118909,87,19,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663506.0
33,595.3512037509174,1489.3425414402534,94,17,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663606.0
23,695.3474167344441,1397.5666398666795,117,23,2.94466252016733,3.7152773605236256,166.71794871794873,33.30812711705017,1,256583.0,663706.0
